Muestra,TipoDI,Garantia,EstadoActual,Cobertura,Producto,Intermediario,ValorDesembolso,SaldoCredito,SaldoGarantizado,Incumplimiento,FechaAnulacion,Reactivacion,Ciudad,%Comision,TotalComision
13 Muestra,Periodicas,8125733,Anulada,8,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,BANKAMODA,75000000,75000000,600000,Comisión no permitida,44677,NO,PEREIRA,3.85,3436125
13 Muestra,Periodicas,8169613,Anulada,5,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCOLOMBIA,51000000,42500006,212500,Incumplimiento en tamaño del deudor,44677,NO,IBAGUE,4.15,2518635
13 Muestra,Periodicas,8128059,Anulada,5,EMP023 MICROCREDITO EMPRESARIAL ,CONFIAR - COOP FINANCIERA,16747784,15587490,77937,Consolidacion de pasivos no permitida,44733,NO,BOGOTA,10.4,2072706
14 Muestra,Periodicas,8187353,Anulada,5,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO W SA,27500064,26084394,130422,Consolidacion de pasivos no permitida,44682,NO,DOSQUEBRADAS,9.73,3184150
14 Muestra,Periodicas,8217486,Anulada,8,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,CREZCAMOS SA,54500000,51611848,412895,Incumplimiento en tamaño del deudor,44713,NO,PIEDECUESTA,3.85,2496918
14 Muestra,Periodicas,8182039,Anulada,8,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,CONFIAR - COOP FINANCIERA,26878887,23212270,185698,Incumplimiento en tamaño del deudor,44733,NO,ITAGUI,5.13,1640875
14 Muestra,Periodicas,8210079,Anulada,8,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,CONTACTAR,87000000,77860570,622885,Incumplimiento en tamaño del deudor,44713,NO,PASTO,5.56,5756268
15 Muestra,Periodicas,8239727,Anulada,8,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,MIBANCO SA,62000000,56913858,455311,Incumplimiento en tamaño del deudor,44713,NO,MAGANGUE,5.56,4102168
15 Muestra,Periodicas,8256721,Anulada,8,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,BANCO MUNDO MUJER,50000000,79648600,637189,Incumplimiento en tamaño del deudor,44733,NO,CALI,4.7,2796500
16 Muestra,Periodicas,8276666,Anulada,8,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,BANCO MUNDO MUJER,85000000,41303648,330429,Incumplimiento en tamaño del deudor,44733,NO,PALMIRA,5.99,6058885
15 Muestra,Periodicas,8236370,Anulada,8,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,CREZCAMOS SA,54500000,50084686,400677,Incumplimiento en tamaño del deudor,44741,NO,BUCARAMANGA,3.85,2496918
14 Muestra,Periodicas,8168688,Anulada,8,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,FUNDACION MARIO SANTO DOMINGO,50000000,50000000,400000,Incumplimiento en tamaño del deudor,44740,NO,BARRANQUILLA,5.56,3308200
14 Muestra,Periodicas,8216407,Anulada,8,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,MIBANCO SA,45000000,37253864,298031,Incumplimiento en tamaño del deudor,44740,NO,MEDELLIN,4.7,2516850
14 Muestra,Periodicas,8215417,Anulada,5,EMP023 MICROCREDITO EMPRESARIAL ,COBELEN,1500000,1159395,5797,Incumplimiento en tamaño del deudor,44781,NO,BELLO,6.19,110492
17 Muestra,Demanda,7807176,Anulada,2037,VIS010 UNIDOS POR COLOMBIA VIS,FONDO NACIONAL DEL AHORRO,64485352,221633,451,Valor del desembolso no concuerda con el anexo 5,44763,NO,BOGOTA,0.0,
15 Muestra,Periodicas,8266851,Anulada,8,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,FINAKTIVA,890000000,377772591,3022181,Incumplimiento en tamaño del deudor,44781,NO,COTA,6.41,67888310
14 Muestra,Periodicas,8221954,Anulada,3,EMP053 LEASING ALTA COMERCIABILIDAD,BBVA,300925714,250698063,752094,Incumplimiento en tamaño del deudor,44781,NO,CALI,4.15,14861216
14 Muestra,Periodicas,8219348,Anulada,5,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BBVA,118000000,49166669,245833,Incumplimiento en tamaño del deudor,44781,NO,BOGOTA,2.5,3510500
15 Muestra,Periodicas,8252250,Anulada,8,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,FUNDACION MARIO SANTO DOMINGO,20000000,18787878,150303,El producto no esta diseñado para la creacion de Empresa,44781,NO,CARTAGENA DE INDIAS,5.56,1323280
15 Muestra,Periodicas,8252942,Anulada,5,EMP023 MICROCREDITO EMPRESARIAL ,MICROCREDITO AVAL,2717000,2112946,10565,Consolidacion de pasivos no permitida,44781,NO,BOGOTA,5.57,180091
Mora temprana,Demanda,5800618,Anulada,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,BANCOLOMBIA,20000000,18184493,12729145,Incumplimiento en tamaño del deudor,44750,NO,CUCUTA,1.97,468860
Mora temprana,Demanda,8152960,Anulada,75,EMP225 UNIDOS POR COLOMBIA MICRO AL 75%,CONTACTAR,26996800,26996800,20247600,El producto no permite este tipo de cartera,44750,NO,PITALITO,17.69,5683123
Mora temprana,Demanda,7148229,Anulada,90,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 90%,BANCOLOMBIA,32200000,31405446,28264901,Incumplimiento en tamaño del deudor,44792,NO,BOGOTA,2.72,1042250
Mora temprana,Demanda,7705974,Anulada,90,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 90%,BANCO DAVIVIENDA,30000000,30000000,27000000,Incumplimiento en tamaño del deudor,44792,NO,BOGOTA,3.49,1245930
Mora temprana,Demanda,6927590,Anulada,60,EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%,FUNDACION DELAMUJER COLOMBIA SAS,5610624,5610623,3366374,Incumplimiento en el requisito de altura de mora,44792,NO,CARTAGENA DE INDIAS,2.44,162910
15 Muestra,Periodicas,8255664,Anulada,50,EMP001 GARANTÍA EMPRESARIAL MULTIPROPÓSITO,BANCO COOPERATIVO COOPCENTRAL,150000000,138870898,69435449,Consolidacion de pasivos no permitida,44799,NO,NEIVA,3.15,5622750
15 Muestra,Periodicas,8266006,Anulada,75,EMP225 UNIDOS POR COLOMBIA MICRO AL 75%,CORPORACION INTERACTUAR,9600000,8727288,6545466,Incumplimiento en tamaño del deudor,44799,NO,IBAGUE,17.69,2020906
Tamaño del deudor,Demanda,7907946,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCO DE BOGOTA,200000000,156249998,109374999,Incumplimiento en tamaño del deudor,44476,NO,No aplica,2.7,6426000
Tamaño del deudor,Demanda,7950313,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,BANCO CAJA SOCIAL,120000000,81764556,65411645,Incumplimiento en tamaño del deudor,44476,NO,No aplica,3.85,5497800
Tamaño del deudor,Demanda,7954255,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCO DAVIVIENDA,148000000,124870403,87409282,Incumplimiento en tamaño del deudor,44476,NO,No aplica,3.9,6868680
Tamaño del deudor,Demanda,7954256,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCO DAVIVIENDA,180000000,151870571,106309400,Incumplimiento en tamaño del deudor,44476,NO,No aplica,3.9,8353800
Mora temprana OCI,Demanda,8184790,Anulada,50,EMP023 MICROCREDITO EMPRESARIAL ,COOPSERVIVELEZ LTDA,6000000,5449615,2724808,Incumplimiento en tamaño del deudor,44701,NO,CHIPATA,6.1,435540
Mora temprana OCI,Demanda,8046368,Anulada,60,EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%,CREZCAMOS SA,2000000,2000000,1200000,Incumplimiento en tamaño del deudor,44706,NO,AGUACHICA,2.22,52836
Mora temprana OCI,Demanda,6172942,Extinguida - Saldada,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CONTACTAR,398585,398585,279010,Incumplimiento en el requisito de altura de mora,44706,NO,LA UNION-52,3.9,14656
Mora temprana OCI,Demanda,6182276,Extinguida - Saldada,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CONTACTAR,3742331,3742331,2619632,Incumplimiento en el requisito de altura de mora,44706,NO,IBAGUE,2.53,112670
Mora temprana OCI,Demanda,6848145,Anulada,90,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 90%,BANCOLDEX,208899102,208899102,188009192,Incumplimiento en el requisito de altura de mora,44659,NO,BOGOTA,4.26,10589931
Mora temprana OCI,Demanda,8150561,Anulada,70,EMP203 UNIDOS POR COLOMBIA TRABINDEPAL 70%,BANCOLOMBIA,2100000,2041667,1429167,Incumplimiento en tamaño del deudor,44659,NO,PURIFICACION,3.37,84216
Mora temprana OCI,Demanda,8172072,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1500000,1294533,1035626,Diferencia en fecha y monto de desembolso,44659,NO,EL RETEN,3.85,68723
Mora temprana OCI,Demanda,8172117,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,2000000,1793832,1435066,Diferencia en fecha y monto de desembolso,44659,NO,ZONA BANANERA,3.85,91630
Mora temprana OCI,Demanda,8172128,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1000000,715767,572614,Diferencia en fecha y monto de desembolso,44659,NO,SINCELEJO,3.85,45815
Mora temprana OCI,Demanda,8171750,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,2000000,1898853,1519082,Diferencia en fecha y monto de desembolso,44659,NO,EL BANCO,3.85,91630
Mora temprana OCI,Demanda,8171780,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1000000,653803,523042,Diferencia en fecha y monto de desembolso,44659,NO,VALLEDUPAR,3.85,45815
Mora temprana OCI,Demanda,8172140,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1000000,837215,669772,Diferencia en fecha y monto de desembolso,44659,NO,TOLU,3.85,45815
Mora temprana OCI,Demanda,8171794,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,3000000,1912535,1530028,Diferencia en fecha y monto de desembolso,44659,NO,PUERTO WILCHES,3.85,137445
Mora temprana OCI,Demanda,8172275,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1000000,556147,444918,Diferencia en fecha y monto de desembolso,44659,NO,SANTA MARTA,3.85,45815
Mora temprana OCI,Demanda,8172388,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1000000,932843,746274,Diferencia en fecha y monto de desembolso,44659,NO,SANTA MARTA,3.85,45815
Mora temprana OCI,Demanda,8172055,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,2000000,1920876,1536701,Diferencia en fecha y monto de desembolso,44659,NO,LEBRIJA,3.85,91630
Mora temprana OCI,Demanda,8172407,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1200000,1118899,895119,Diferencia en fecha y monto de desembolso,44659,NO,SANTA MARTA,3.85,54978
Mora temprana OCI,Demanda,8172408,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1500000,1399197,1119358,Diferencia en fecha y monto de desembolso,44659,NO,SANTA MARTA,3.85,68723
Mora temprana OCI,Demanda,8172415,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1500000,1185860,948688,Diferencia en fecha y monto de desembolso,44659,NO,PUERTO BOYACA,3.85,68723
Mora temprana OCI,Demanda,8172419,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1060000,914891,731913,Diferencia en fecha y monto de desembolso,44659,NO,PUERTO BOYACA,3.85,48564
Mora temprana OCI,Demanda,8172166,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1000000,932843,746274,Diferencia en fecha y monto de desembolso,44659,NO,SINCELEJO,3.85,45815
Mora temprana OCI,Demanda,8171986,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,2000000,1920876,1536701,Diferencia en fecha y monto de desembolso,44659,NO,NUEVA GRANADA-47,3.85,91630
Mora temprana OCI,Demanda,8172201,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,3000000,2881314,2305051,Diferencia en fecha y monto de desembolso,44659,NO,SINCELEJO,3.85,137445
Mora temprana OCI,Demanda,8172783,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,2000000,1898940,1519152,Diferencia en fecha y monto de desembolso,44659,NO,MONTERIA,3.85,91630
Mora temprana OCI,Demanda,8172248,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,2000000,1452718,1162174,Diferencia en fecha y monto de desembolso,44659,NO,NOBSA,3.85,91630
Mora temprana OCI,Demanda,8172039,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,2000000,1920876,1536701,Diferencia en fecha y monto de desembolso,44659,NO,BARBOSA-68,3.85,91630
Mora temprana OCI,Demanda,8172315,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1000000,863105,690484,Diferencia en fecha y monto de desembolso,44659,NO,SANTA MARTA,3.85,45815
Mora temprana OCI,Demanda,8172421,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,5000000,4732073,3785658,Diferencia en fecha y monto de desembolso,44659,NO,PUERTO BOYACA,3.85,229075
Mora temprana OCI,Demanda,8172430,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1060000,988766,791013,Diferencia en fecha y monto de desembolso,44659,NO,PUERTO BOYACA,3.85,48564
Mora temprana OCI,Demanda,8172439,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,1200000,1033309,826647,Diferencia en fecha y monto de desembolso,44659,NO,FLORIDABLANCA,3.85,54978
Mora temprana OCI,Demanda,8172272,Anulada,60,EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%,CREZCAMOS SA,2000000,1684788,1010873,Diferencia en fecha y monto de desembolso,44659,NO,SANTA MARTA,2.22,52836
Mora temprana OCI,Demanda,6078045,Anulada,80,EMP204 UNIDOS POR COLOMBIA TRABINDEPFINT80%,SERVICIOS CREDITICIOS ONLINE DE COL,750000,750000,600000,Incumplimiento en el requisito de altura de mora,44659,NO,CARTAGENA DE INDIAS,2.47,22045
Mora temprana OCI,Demanda,6331344,Anulada,80,EMP204 UNIDOS POR COLOMBIA TRABINDEPFINT80%,SERVICIOS CREDITICIOS ONLINE DE COL,750000,750000,600000,Incumplimiento en el requisito de altura de mora,44659,NO,INIRIDA,2.47,22045
Mora temprana OCI,Demanda,6127592,Recuperada,50,EMP023 MICROCREDITO EMPRESARIAL ,BANCOLOMBIA,6300000,7577777,3788889,Incumplimiento en tamaño del deudor,44659,NO,NEIVA,7.524790,
Mora temprana OCI,Demanda,6098692,Pagada - Proceso de cobro,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CONTACTAR,6183763,6183763,4328634,Incumplimiento en el requisito de altura de mora,44659,NO,LA CRUZ,3.220760,
Mora temprana OCI,Demanda,6088183,Pagada - Proceso de cobro,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CONTACTAR,1072733,1072733,750913,Incumplimiento en el requisito de altura de mora,44659,NO,LA CRUZ,1.97,25148
Mora temprana OCI,Demanda,6077701,Pagada - Proceso de cobro,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CONTACTAR,1992655,1992655,1394859,Incumplimiento en el requisito de altura de mora,44659,NO,ALBAN,2.25,53353
Mora temprana OCI,Demanda,6098468,Pagada - Proceso de cobro,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CONTACTAR,7458603,7458603,5221022,Incumplimiento en el requisito de altura de mora,44659,NO,LA CRUZ,2.53,224556
Mora temprana OCI,Demanda,6141829,Pagada - Proceso de cobro,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,MIBANCO SA,5500000,7483712,5238598,Incumplimiento en el requisito de altura de mora,44659,NO,BOGOTA,2.25,147263
Mora temprana OCI,Demanda,5767169,Pagada - Proceso de cobro,80,EMP204 UNIDOS POR COLOMBIA TRABINDEPFINT80%,SERVICIOS CREDITICIOS ONLINE DE COL,1070000,1419169,1135335,Incumplimiento en el requisito de altura de mora,44659,NO,BOGOTA,2.47,31451
Mora temprana OCI,Demanda,5923036,Pagada - Proceso de cobro,80,EMP204 UNIDOS POR COLOMBIA TRABINDEPFINT80%,SERVICIOS CREDITICIOS ONLINE DE COL,750000,984570,787656,Incumplimiento en el requisito de altura de mora,44659,NO,ARAUCA-81,2.47,22045
Mora temprana OCI,Demanda,5931039,Pagada - Proceso de cobro,80,EMP204 UNIDOS POR COLOMBIA TRABINDEPFINT80%,SERVICIOS CREDITICIOS ONLINE DE COL,1000000,1319185,1055348,Incumplimiento en el requisito de altura de mora,44659,NO,CALI,2.47,29393
Mora temprana OCI,Demanda,7906998,Anulada,80,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCOLOMBIA,48511134,48511134,38808907,Incumplimiento en el requisito de altura de mora,44701,NO,BOGOTA,1.97,1137247
Mora temprana OCI,Demanda,8028969,Extinguida - Reestructurada,80,EMP203 UNIDOS POR COLOMBIA TRABINDEPAL 70%,BANCOLOMBIA,10610679,0,848854320,Incumplimiento en el requisito de altura de mora,44701,NO,BOGOTA,3.9,390165
Requisitos Basicos,Demanda,8087903,Anulada,60,EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%,CREZCAMOS SA,3000000,0,180000000,Incumplimiento en tamaño del deudor,44799,NO,TIBANA,2.22,79254
Requisitos Basicos,Demanda,8007291,Anulada,60,EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%,CREZCAMOS SA,1500000,1397642,838585,Incumplimiento en tamaño del deudor,44799,NO,BUCARAMANGA,2.22,39627
Requisitos Basicos,Demanda,8171996,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,2000000,1932835,1546268,Diferencia en fecha y monto de desembolso,44799,NO,SAN VICENTE DE CHUCURI,3.85,91630
Requisitos Basicos,Demanda,7900934,Anulada,60,EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%,CREZCAMOS SA,1500000,1294533,776720,Incumplimiento en tamaño del deudor,44799,NO,BUCARAMANGA,2.22,39627
Requisitos Basicos,Demanda,8066776,Anulada,60,EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%,CREZCAMOS SA,1000000,932843,559706,Incumplimiento en tamaño del deudor,44799,NO,CARTAGENA DE INDIAS,2.22,26418
Requisitos Basicos,Demanda,8114124,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CREZCAMOS SA,2100000,241499509,193199607,Incumplimiento en tamaño del deudor,44799,NO,BUCARAMANGA,1.93,48231
Tamaño del deudor,Demanda,8067566,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCOLOMBIA,381000000,190500000,133350000,Incumplimiento en tamaño del deudor,44813,NO,BOGOTA,2.7,12241530
Tamaño del deudor,Demanda,8141506,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCO DAVIVIENDA,276000000,241499509,169049656,Incumplimiento en tamaño del deudor,44813,NO,BUCARAMANGA,3.9,12809160
Tamaño del deudor,Demanda,8152117,Anulada,80,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,BANCO DAVIVIENDA,234000000,224950959,179960767,Incumplimiento en tamaño del deudor,44792,NO,TUNJA,7.27,20244042
Tamaño del deudor,Demanda,8152190,Anulada,80,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,BANCO DAVIVIENDA,100000000,49998663,39998930,Incumplimiento en tamaño del deudor,44813,NO,BUCARAMANGA,3.85,4581500
Tamaño del deudor,Demanda,8152192,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,BANCOLOMBIA,20000000,13531057,10824846,Incumplimiento en tamaño del deudor,44813,NO,TURBO,3.85,916300
Tamaño del deudor,Demanda,8155589,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCO DE BOGOTA,90330000,58069283,40648498,Incumplimiento en tamaño del deudor,44813,NO,MEDELLIN,1.35,1451151
Tamaño del deudor,Demanda,8159764,Anulada,80,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,BBVA,200000000,186666666,149333333,Incumplimiento en tamaño del deudor,44813,NO,MEDELLIN,5.56,13232800
Tamaño del deudor,Demanda,8160025,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCO CAJA SOCIAL,252000000,212625000,148837500,Incumplimiento en tamaño del deudor,44813,NO,DOSQUEBRADAS,3.9,11695320
Tamaño del deudor,Demanda,8162137,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCO DE BOGOTA,439595768,370908927,259636249,Incumplimiento en tamaño del deudor,44813,NO,MEDELLIN,2.7,14124212
Tamaño del deudor,Demanda,8162849,Vigente,50,EMP200 CUPOS ROTATIVOS GLOBALES,BANCO AGRARIO,100000000,100000000,50000000,Incumplimiento en tamaño del deudor,44813,NO,CALARCA,0.35,416500
Tamaño del deudor,Demanda,8165479,Anulada,80,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,BANCO DE BOGOTA,205440000,153950971,123160777,Incumplimiento en tamaño del deudor,44813,NO,NEIVA,3.85,9412234
Tamaño del deudor,Demanda,8166127,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCO AV VILLAS,100000000,33858861,16929431,Incumplimiento en tamaño del deudor,44813,NO,CALI,2.85,3391500
Tamaño del deudor,Demanda,8184718,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCO DAVIVIENDA,1090000000,1089998748,762999124,Incumplimiento en tamaño del deudor,44624,NO,DOSQUEBRADAS,2.7,35021700
Tamaño del deudor,Demanda,8185755,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCO DE BOGOTA,900000000,449999999,314999999,Incumplimiento en tamaño del deudor,44813,NO,YOPAL,2.7,28917000
Tamaño del deudor,Demanda,8189503,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BBVA,400000000,250000000,175000000,Incumplimiento en tamaño del deudor,44813,NO,IBAGUE,2.7,12852000
Tamaño del deudor,Demanda,8196230,Anulada,80,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,SCOTIABANK COLPATRIA SA,170000000,132222224,105777779,Incumplimiento en tamaño del deudor,44813,NO,SINCELEJO,5.56,11247880
Tamaño del deudor,Demanda,8202284,Anulada,80,EMP223 UNIDOS POR COLOMBIA PEQ EMPRESA AL 80%,BANCOLOMBIA,165000000,54990201,43992161,Incumplimiento en tamaño del deudor,44813,NO,SABANETA,3.85,7559475
Tamaño del deudor,Demanda,8207036,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCO DE BOGOTA,24000000,12000000,8400000,Incumplimiento en tamaño del deudor,44813,NO,MEDELLIN,2.7,771120
Tamaño del deudor,Demanda,8207093,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCO DE BOGOTA,20000000,9999999,6999999,Incumplimiento en tamaño del deudor,44813,NO,MEDELLIN,2.7,642600
Tamaño del deudor,Demanda,8224951,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,CORPORACION INTERACTUAR,40000000,40000000,32000000,El producto no esta diseñado para la creacion de Empresa,44700,NO,ITAGUI,5.56,2646560
Tamaño del deudor,Demanda,8229540,Anulada,50,EMP200 CUPOS ROTATIVOS GLOBALES,BANCO DAVIVIENDA,20000000,15551287,7775644,Incumplimiento en tamaño del deudor,44792,NO,MONIQUIRA,0.39,92820
Tamaño del deudor,Demanda,8240716,Anulada,50,EMP080 GARANTÍA PYME PREFERENTE,BANCOLOMBIA,120000000,96666669,48333335,Incumplimiento en tamaño del deudor,44813,NO,AGUACHICA,2.85,4069800
Tamaño del deudor,Demanda,8244849,Anulada,80,EMP219 UNIDOS POR COLOMBIA MICRO AL 80%,BANCOLOMBIA,71900000,57608306,46086645,Incumplimiento en tamaño del deudor,44813,NO,BARRANQUILLA,3.85,3294099
Tamaño del deudor,Demanda,8274921,Anulada,70,EMP201 UNIDOS POR COLOMBIA MED EMPRESA AL 70%,BANCO DAVIVIENDA,100000000,0,7000000000,Incumplimiento en tamaño del deudor,44813,NO,BOGOTA,2.7,3213000
Requisitos Basicos,Demanda,6256086,Anulada,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CREZCAMOS SA,5000000,3663886,2564720,Diferencia en fecha y monto de desembolso,44776,NO,EL COPEY,1.97,117215
Requisitos Basicos,Demanda,6256089,Anulada,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CREZCAMOS SA,2000000,1397988,978592,Diferencia en fecha y monto de desembolso,44776,NO,AGUSTIN CODAZZI,1.97,46886
Requisitos Basicos,Demanda,6256078,Anulada,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CREZCAMOS SA,1500000,1181025,826718,Diferencia en fecha y monto de desembolso,44776,NO,SANTA ANA,0.99,17672
Requisitos Basicos,Demanda,6256050,Anulada,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CREZCAMOS SA,2500000,2097745,1468422,Diferencia en fecha y monto de desembolso,44776,NO,PUERTO BOYACA,1.97,58608
Requisitos Basicos,Demanda,6256048,Anulada,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CREZCAMOS SA,1500000,1181025,826718,Diferencia en fecha y monto de desembolso,44776,NO,SANTA MARTA,0.99,17672
Requisitos Basicos,Demanda,6256037,Anulada,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CREZCAMOS SA,8700000,6929320,4850524,Diferencia en fecha y monto de desembolso,44776,NO,LEBRIJA,1.97,203954
Requisitos Basicos,Demanda,6256021,Anulada,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CREZCAMOS SA,7000000,5450617,3815432,Diferencia en fecha y monto de desembolso,44776,NO,PLATO,1.97,164101
Requisitos Basicos,Demanda,6256007,Anulada,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CREZCAMOS SA,3600000,2136473,1495531,Diferencia en fecha y monto de desembolso,44776,NO,AGUACHICA,1.97,84395
Requisitos Basicos,Demanda,6256006,Anulada,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CREZCAMOS SA,2000000,1444407,1011085,Diferencia en fecha y monto de desembolso,44776,NO,AGUACHICA,1.97,46886
Requisitos Basicos,Demanda,6255986,Anulada,70,EMP219 UNIDOS POR COLOMBIA MICRO AL 70%,CREZCAMOS SA,2000000,1444407,1011085,Diferencia en fecha y monto de desembolso,44776,NO,LA GLORIA,1.97,46886
