No ;Muestra;Garantía;Estado actual SAP;Cobertura;Nombre producto ;Intermediario ;TPID Deudor;ID Deudor;Nombre Deudor; Valor desembolso Anexo 5 ;AUDITOR; SALDO DE CREDITO ; SALDO GARANTIZADO ;FECHA DE CORTE DEL SALDO;FECHA INICIO DE MORA;Clasificación Motivo de anulación (Incumplimiento);Fecha de anulacion;Reactivación;Ciudad
533;Requisitos Basicos;8099594;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1065826535;RAMIREZ BELEÑO CARLOS ALFREDO;$ 2.000.000;Lina Sarmiento;$ 2.000.000;$ 1.600.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;BECERRIL
534;Requisitos Basicos;8100273;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1082982825;MERCADO AREVALO KATHERIN JULITZA;$ 1.500.000;Lina Sarmiento;$ 1.399.264;$ 1.119.411;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
535;Requisitos Basicos;8100275;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1002490068;SANCHEZ NAVARRO LIZBETH;$ 1.000.000;Lina Sarmiento;$ 932.843;$ 746.274;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
536;Requisitos Basicos;8099602;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1063954029;MERCADO VENERA LUISA DANIELA;$ 1.500.000;Lina Sarmiento;$ 1.399.264;$ 1.119.411;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;AGUSTIN CODAZZI
537;Requisitos Basicos;8100278;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1083003727;CANTILLO MARTINEZ LUIS FELIPE;$ 2.000.000;Lina Sarmiento;$ 1.685.022;$ 1.348.018;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
538;Requisitos Basicos;8100293;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1007820094;BOLAÑO FERNANDEZ ADRIANA MERCEDES;$ 1.000.000;Lina Sarmiento;$ 932.630;$ 746.104;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
539;Requisitos Basicos;8100296;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;85082442;CARRILLO DE LA HOZ OMAR SEGUNDO;$ 1.000.000;Lina Sarmiento;$ 932.843;$ 746.274;31/05/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
540;Requisitos Basicos;8100311;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1083458170;MONSALVO TETE NINI JOHANA;$ 2.000.000;Lina Sarmiento;$ 1.793.997;$ 1.435.198;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
541;Requisitos Basicos;8100317;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1004357560;RAMIREZ VEGA JOSE DAVID;$ 1.500.000;Lina Sarmiento;$ 1.399.264;$ 1.119.411;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
542;Requisitos Basicos;8100319;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1083024038;MANJARRES MORALES BREILYN DAYANA;$ 1.000.000;Lina Sarmiento;$ 1.000.000;$ 800.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
543;Requisitos Basicos;8100322;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;36694547;MEJIA LINERO LEIDYS LAUDITH;$ 2.500.000;Lina Sarmiento;$ 2.240.516;$ 1.792.413;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
544;Requisitos Basicos;8100323;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1004284068;OSPINO THERAN MALEIDIS MARIA;$ 1.000.000;Lina Sarmiento;$ 932.843;$ 746.274;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
545;Requisitos Basicos;8100327;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;79376378;BAÑOS MARTINEZ DOMINGO;$ 1.000.000;Lina Sarmiento;$ 863.105;$ 690.484;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
546;Requisitos Basicos;8100336;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1123413817;FUENTES REDONDO FELIX BENJAMIN;$ 1.500.000;Lina Sarmiento;$ 1.399.264;$ 1.119.411;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
547;Requisitos Basicos;8100338;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1083032487;OLMOS SUAREZ MICHELLE JOHANNA;$ 1.000.000;Lina Sarmiento;$ 1.000.000;$ 800.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
548;Requisitos Basicos;8100347;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1082973778;SUAREZ OCAMPO JOSE ALFREDO;$ 2.000.000;Lina Sarmiento;$ 1.898.940;$ 1.519.152;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
549;Requisitos Basicos;8100361;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;36697556;PEDROZA PALLARES DAYENCI COROMOTO;$ 1.500.000;Lina Sarmiento;$ 1.399.264;$ 1.119.411;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
550;Requisitos Basicos;8100368;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;19561425;SAUMETH MUÑOZ OSCAR LUIS;$ 1.200.000;Lina Sarmiento;$ 981.254;$ 785.003;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
551;Requisitos Basicos;8100392;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;37659340;CALDERON CASTRO RUBIELA;$ 920.000;Lina Sarmiento;$ 707.999;$ 566.399;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;PUERTO BOYACA
552;Requisitos Basicos;8100394;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;10165020;BELTRAN  JOSE IGNACIO;$ 2.100.000;Lina Sarmiento;$ 2.016.920;$ 1.613.536;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;PUERTO BOYACA
553;Requisitos Basicos;8100397;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1007812597;MIRANDA ARDILA BELKIN TATIANA;$ 3.000.000;Lina Sarmiento;$ 3.000.000;$ 2.400.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;PUERTO BOYACA
554;Requisitos Basicos;8100400;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;52766959;VEGA AGUILAR CONSTANZA;$ 5.200.000;Lina Sarmiento;$ 5.200.000;$ 4.160.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;PUERTO BOYACA
555;Requisitos Basicos;8100406;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1192729818;MARTINEZ MORENO INGRID YURLADIZ;$ 2.000.000;Lina Sarmiento;$ 1.919.662;$ 1.535.730;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;PUERTO BOYACA
556;Requisitos Basicos;8100434;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1049928252;DEL TORO PEREZ ALVARO JAVIER;$ 1.500.000;Lina Sarmiento;$ 1.500.000;$ 1.200.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;MARIA LA BAJA
557;Requisitos Basicos;8100441;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1098688217;LINARES URIBE STEVEN;$ 1.000.000;Lina Sarmiento;$ 1.000.000;$ 800.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;BUCARAMANGA
558;Requisitos Basicos;8100778;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1006822640;MURCIA OSPINA ARIANA VALENTINA;$ 1.050.000;Lina Sarmiento;$ 875.261;$ 700.209;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;VILLAVICENCIO
559;Requisitos Basicos;8100444;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1098731001;RANGEL TAMI OSCAR ADOLFO;$ 1.000.000;Lina Sarmiento;$ 931.761;$ 745.409;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;BUCARAMANGA
560;Requisitos Basicos;8100455;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;49798460;GARCIA LUNA MAYRA ALEJANDRA;$ 2.000.000;Lina Sarmiento;$ 1.838.550;$ 1.470.840;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;TALAIGUA NUEVO
561;Requisitos Basicos;8100461;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1193525261;MARTINEZ SORACA LUIS FELIPE;$ 1.200.000;Lina Sarmiento;$ 1.119.411;$ 895.529;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;CICUCO
562;Requisitos Basicos;8100464;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1052701102;LOPEZ GARCIA FRANKLIN MANUEL;$ 3.000.000;Lina Sarmiento;$ 2.881.314;$ 2.305.051;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;TALAIGUA NUEVO
563;Requisitos Basicos;8100490;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1065890804;OSORIO LOPEZ GINNES DAVID;$ 1.000.000;Lina Sarmiento;$ 863.105;$ 690.484;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;ABREGO
564;Requisitos Basicos;8100496;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1052217914;RODRIGUEZ TORRES KEDIN JESUS;$ 1.500.000;Lina Sarmiento;$ 1.294.658;$ 1.035.726;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;REGIDOR
565;Requisitos Basicos;8100553;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1001865353;MUÑOZ FONTALVO DAMIAN JOSE;$ 2.000.000;Lina Sarmiento;$ 2.000.000;$ 1.600.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;MANATI
566;Requisitos Basicos;8100558;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;15186339;CARMONA OSPINO NICOLAS MANUEL;$ 3.000.000;Lina Sarmiento;$ 2.630.087;$ 2.104.070;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;URUMITA
567;Requisitos Basicos;8064231;Anulada;60;EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%;CREZCAMOS SA;CC;1102724851;OLARTE MELGAREJO WALTER;$ 2.000.000;Lina Sarmiento;$ 1.148.940;$ 689.364;5/07/2022;-;Plazo incumplido para el producto;3/08/2022;NO;SAN VICENTE DE CHUCURI
568;Requisitos Basicos;8100569;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1003376185;NAVARRO JIMENEZ EDGARDO DE JESUS;$ 2.500.000;Lina Sarmiento;$ 2.242.497;$ 1.793.998;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;MANAURE BALCON DEL CESAR
569;Requisitos Basicos;8100571;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;91446029;PEREZ RIAÑO OSCAR ALBEIRO;$ 5.400.000;Lina Sarmiento;$ 5.400.000;$ 4.320.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;EL CARMEN-68
570;Requisitos Basicos;8100640;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1005423915;CASTRO RIVERA ROBINSON MANUEL;$ 1.500.000;Lina Sarmiento;$ 1.294.658;$ 1.035.726;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;CAIMITO
571;Requisitos Basicos;8100643;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1003077192;PEREZ CASTRO ONAIDER DAVID;$ 1.000.000;Lina Sarmiento;$ 1.000.000;$ 800.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SAMPUES
572;Requisitos Basicos;8100376;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1110461795;SUAREZ JAIMES CIELO CATERINE;$ 2.000.000;Lina Sarmiento;$ 1.793.997;$ 1.435.198;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
573;Requisitos Basicos;8100388;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1056787349;VELANDIA CASTRO ALISON JINETH;$ 1.000.000;Lina Sarmiento;$ 932.843;$ 746.274;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;PUERTO BOYACA
574;Requisitos Basicos;8100705;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1123088258;OVALLE VERU JUAN DAVID;$ 1.000.000;Lina Sarmiento;$ 932.843;$ 746.274;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;ACACIAS
575;Requisitos Basicos;8100716;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;86083180;DIAZ MAHECHA FERNANDO;$ 3.000.000;Lina Sarmiento;$ 2.881.314;$ 2.305.051;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;VILLAVICENCIO
576;Requisitos Basicos;8100733;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;86014898;ARIZA MORENO LIZANDRO;$ 1.200.000;Lina Sarmiento;$ 1.035.726;$ 828.581;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;CUMARAL
577;Requisitos Basicos;8100756;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;51908448;SANCHEZ DIAZ DILMA ZORAYDA;$ 1.600.000;Lina Sarmiento;$ 1.427.686;$ 1.142.149;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;VILLAVICENCIO
578;Requisitos Basicos;8100771;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1121898072;HERNANDEZ MURILLO ERICK JOHAN;$ 2.100.000;Lina Sarmiento;$ 1.958.970;$ 1.567.176;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;VILLAVICENCIO
579;Requisitos Basicos;8100776;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;52907002;CORTES PARRADO MARTHA PATRICIA;$ 1.000.000;Lina Sarmiento;$ 990.650;$ 792.520;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;VILLAVICENCIO
580;Requisitos Basicos;8100782;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;52299198;GONZALEZ ARDILA MARTHA CECILIA;$ 2.000.000;Lina Sarmiento;$ 1.920.876;$ 1.536.701;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;VILLAVICENCIO
581;Requisitos Basicos;8100823;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;40306387;VALENCIA  MARIA ANGELICA;$ 2.300.000;Lina Sarmiento;$ 2.114.519;$ 1.691.615;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;GRANADA-50
582;Requisitos Basicos;8100662;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1051670962;MIELES DAVILA MIGUEL DEL CRISTO;$ 3.000.000;Lina Sarmiento;$ 3.000.000;$ 2.400.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;MOMPOS
583;Requisitos Basicos;8100691;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1122116162;POPO ARARAT EVERLIN;$ 1.000.000;Lina Sarmiento;$ 932.843;$ 746.274;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;ACACIAS
584;Requisitos Basicos;8171851;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;91158120;CARVAJAL ESTEVEZ OSCAR FAVIAN;$ 2.100.000;Lina Sarmiento;$ 1.993.887;$ 1.595.110;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;FLORIDABLANCA
585;Requisitos Basicos;8172068;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1002362599;JAIME PAEZ DEINER;$ 5.200.000;Lina Sarmiento;$ 4.923.240;$ 3.938.592;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;LEBRIJA
586;Requisitos Basicos;8172071;Anulada;60;EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%;CREZCAMOS SA;CC;36729157;GARCIA MOLINA NOHORA FLOR;$ 2.000.000;Lina Sarmiento;$ 1.588.454;$ 953.072;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;EL RETEN
587;Requisitos Basicos;8172092;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1065659341;GOMEZ PADILLA JOSE LUIS;$ 1.000.000;Lina Sarmiento;$ 1.000.000;$ 800.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;PONEDERA
588;Requisitos Basicos;8172102;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1052413505;GONZALEZ CABANZO ANGYE KATHERYNE;$ 4.000.000;Lina Sarmiento;$ 4.000.000;$ 3.200.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;DUITAMA
589;Requisitos Basicos;8100878;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1026304229;GONZALEZ CARDONA MAYRA ALEJANDRA;$ 3.000.000;Lina Sarmiento;$ 2.736.236;$ 2.188.989;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;CUBARRAL
590;Requisitos Basicos;8171742;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;39013736;ESPAÑA SOLANO TERESA;$ 1.000.000;Lina Sarmiento;$ 715.489;$ 572.391;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;EL BANCO
591;Requisitos Basicos;8171771;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;80371873;AVELLANEDA SALAMANCA NORMAN ENRIQUE;$ 1.500.000;Lina Sarmiento;$ 1.500.000;$ 1.200.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;BARRANCABERMEJA
592;Requisitos Basicos;8171784;Anulada;60;EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%;CREZCAMOS SA;CC;1065821204;GONZALEZ ACUÑA HALDER DAVID;$ 1.040.000;Lina Sarmiento;$ 1.040.000;$ 624.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;VALLEDUPAR
593;Requisitos Basicos;8171804;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1002279555;BARBOSA GUERRERO MARNELLY;$ 1.000.000;Lina Sarmiento;$ 932.798;$ 746.238;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA ROSA DEL SUR
594;Requisitos Basicos;8171825;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1007271089;BARRETO BARRETO WILFRED OSWALDO;$ 4.000.000;Lina Sarmiento;$ 3.160.559;$ 2.528.447;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA ROSA DEL SUR
595;Requisitos Basicos;8172120;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1128184775;VILLALBA MUÑOZ INEIDA ISABEL;$ 1.000.000;Lina Sarmiento;$ 863.022;$ 690.418;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;ZONA BANANERA
596;Requisitos Basicos;8172127;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1134359889;PAREDES HERRERA YESENIA MARIA;$ 1.000.000;Lina Sarmiento;$ 863.105;$ 690.484;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;ZONA BANANERA
597;Requisitos Basicos;8171838;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;7247013;BRAVO VASALLO PEDRO JULIO;$ 2.100.000;Lina Sarmiento;$ 2.100.000;$ 1.680.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA ROSA DEL SUR
598;Requisitos Basicos;8171841;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1095917846;SALAZAR URIZAR YENNIFER;$ 2.000.000;Lina Sarmiento;$ 1.323.933;$ 1.059.146;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;FLORIDABLANCA
599;Requisitos Basicos;8172131;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1104873140;BARRETO MARTINEZ LEYDI MARCELA;$ 2.000.000;Lina Sarmiento;$ 1.920.876;$ 1.536.701;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;TOLU
600;Requisitos Basicos;8172137;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1005746275;BARRAGAN SILGADO MARIA ANGELICA;$ 1.000.000;Lina Sarmiento;$ 932.843;$ 746.274;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;TOLU
601;Requisitos Basicos;8172152;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;23183665;GUTIERREZ HERNANDEZ YURIS MARIA;$ 1.000.000;Lina Sarmiento;$ 790.688;$ 632.550;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SINCELEJO
602;Requisitos Basicos;8172172;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1102794167;ZUBIRIA MERCADO LUIS MIGUEL;$ 2.000.000;Lina Sarmiento;$ 1.793.997;$ 1.435.198;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SINCELEJO
603;Requisitos Basicos;8172176;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1192746388;PATERNINA GUEVARA HERIBERTO ENRIQUE;$ 2.000.000;Lina Sarmiento;$ 1.806.408;$ 1.445.126;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SINCELEJO
604;Requisitos Basicos;8172184;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1101443168;OSORIO JULIO EVER ENRIQUE;$ 2.000.000;Lina Sarmiento;$ 1.793.997;$ 1.435.198;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;TOLU
605;Requisitos Basicos;8153956;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1003042991;ALVAREZ RAMIREZ JHON DEIVI;$ 1.000.000;Lina Sarmiento;$ 1.000.000;$ 800.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;TAMALAMEQUE
606;Requisitos Basicos;8153960;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1082962840;YALI JIMENEZ RAFAEL;$ 1.000.000;Lina Sarmiento;$ 874.384;$ 699.507;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SANTA MARTA
607;Requisitos Basicos;8153962;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1119838169;GUERRA FRAGOZO JEAN CARLOS;$ 1.000.000;Lina Sarmiento;$ 790.688;$ 632.550;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;URUMITA
608;Requisitos Basicos;8153964;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;1051678987;MORALES PABA DANIXO;$ 1.000.000;Lina Sarmiento;$ 752.553;$ 602.042;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;MOMPOS
609;Requisitos Basicos;8153966;Anulada;60;EMP226 UNIDOS POR COLOMBIA MICRO INFORMALES 60%;CREZCAMOS SA;CC;44155370;JIMENEZ MARTINEZ WENDY JOHANNA;$ 3.000.000;Lina Sarmiento;$ 2.877.507;$ 1.726.504;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SOLEDAD
610;Requisitos Basicos;8172187;Anulada;80;EMP219 UNIDOS POR COLOMBIA MICRO AL 80%;CREZCAMOS SA;CC;92539762;PEREZ BELTRAN JOSE GREGORIO;$ 1.500.000;Lina Sarmiento;$ 1.500.000;$ 1.200.000;5/07/2022;-;Diferencia en fecha y monto de desembolso;3/08/2022;NO;SINCELEJO
